Heartbeat @ Bedok ActiveSG Sport Centre,11_ BEDOK NORTH STREET 1_     Singapore 469662, 6443 5511 ,,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Bedok%20Sports%20Centre%20Heartbeat%20Bedok/heartbeatbedok01.jpg,Daily 7.00am – 10.00pm
Jurong East ActiveSG Gym,21 Jurong East Street 31    Singapore 609517, 68963569,Jurong East ActiveSG Gym_ formerly known as Jurong East ClubFITT Gym_ is a public gym operated by Sport Singapore. Being the first one-stop integrated centre_ Jurong East Sport Centre_ formerly known as Jurong East Sport and Recreation Centre_ marks a milestone in Sport Singapore’s facilities development when it opened in 2000. It was the first pool to offer a lazy river_ wave pool and fun slides to the masses at an affordable rate.  With its other facilities like air-conditioned sports hall_ stadium_ fitness gym_ Jurong East Sport Centre prides itself as a preferred venue for community events_ tournaments and a leisure day out for all.  Facility Information: Jurong East ActiveSG Gym,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Jurong%20East%20ActiveSG%20Gym/Jurong%20East%20ActiveSG%20Gym1.jpg,Daily: 7.00am - 10.00pm (Including Public Holidays)
Jurong East Gateball Court,21 Jurong East Street 31    Singapore 609517, 65635052,Jurong East Gateball Court is facility managed under Jurong East Sport Centre.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Facility%20Photo/19049432331436504518jpg.jpg,unknown
Jurong East Petanque Courts,21 Jurong East Street 31    Singapore 609517, 65635052,Jurong East Petanque Court is a facility managed under Jurong East Sport Centre.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Facility%20Photo/13189720191436504548jpg.jpg,unknown
Jurong East Sport Hall,21 Jurong East Street 31    Singapore, 65635052,Jurong East Sport Hall is a facility managed under Jurong East Sport Centre.,https://www.myactivesg.com/assets/consumer/images/active_sg.jpg,unknown
Jurong East Sports Centre,21 Jurong East St 31    Singapore 609517, 65635052,Being the first one-stop integrated centre_ Jurong East Sport Centre_ formerly known as Jurong East Sport and Recreation Centre_ marks a milestone in Sport Singapore’s facilities development when it opened in 2000.  It was the first pool to offer a lazy river_ wave pool and fun slides to the masses at an affordable rate.  With its other facilities like air-conditioned sport hall_ stadium_ fitness gym_ Jurong East Sport Centre prides itself as a preferred venue for community events_ tournaments and a leisure day out for all.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Jurong%20East%20Sports%20Centre/Jurong%20East%20Sports%20Centre3.jpg,unknown
Jurong East Stadium,21 Jurong East Street 31    Singapore 609517, 65635052,Jurong East Stadium is a public stadium managed by Sport Singapore. Being the first one-stop integrated centre_ Jurong East Sports Centre_ formerly known as Jurong East Sport and Recreation Centre_ marks a milestone in Sport Singapore’s facilities development when it opened in 2000. It was the first pool to offer a lazy river_ wave pool and fun slides to the masses at an affordable rate.  With its other facilities like air-conditioned sport hall_ stadium_ fitness gym_ Jurong East Sport Centre prides itself as a preferred venue for community events_ tournaments and a leisure day out for all.  Facility Information: 1 Field 1 Jogging Track     NOTICE: The Stadium will be close from 3 Dec 2018 - 5 April 2019.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Jurong%20East%20Stadium/Jurong%20East%20Stadium1.jpg,Daily 7.00am – 7.30pm
Jurong East Swimming Complex,21 Jurong East Street 31    Singapore 609517, 65635052,Jurong East Swimming Complex is a public swimming complex managed by Sport Singapore. Being the first one-stop integrated centre_ Jurong East Sport Centre_ formerly known as Jurong East Sport and Recreation Centre_ marks a milestone in Sport Singapore’s facilities development when it opened in 2000. It was the first pool to offer a lazy river_ wave pool and fun slides to the masses at an affordable rate.  With its other facilities like air-conditioned sport hall_ stadium_ fitness gym_ Jurong East Sport Centre prides itself as a preferred venue for community events_ tournaments and a leisure day out for all.  Facility Information: 1 Competition Pool  1 Wave Pool  1 Lazy River 1 Kiddy Pool Stream Course 1 Mushroom 1 Jacuzzi 3 Water Slides (Yellow_ Red & Blue)     NOTICE:  Please be informed that Slide Tower & Jacuzzi from 12 Oct 2018 will be temporarily closed till further notice due to urgent maintenance.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Jurong%20East%20Swimming%20Complex/Jurong%20East%20Swimming%20Complex3.jpg,unknown
Jurong Stadium,10 Fourth Chin Bee Road    Singapore 619821, ,Jurong Stadium is a public stadium managed by Sport Singapore. Facility Information: 1 Field,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Jurong%20Stadium/jurong%20stadium.jpg,unknown
Jurong West ActiveSG Gym,20 Jurong West Street 93    Singapore 648965, 65155330,Jurong West ActiveSG Gym_ formerly known as Jurong West ClubFITT Gym_ is a public gym operated by Sport Singapore. As the 3rd integrated facility with pool features_ Jurong West Sport Centre_ formerly known as Jurong West Sport and Recreation Centre_ has raised the benchmark for all swimming pools in 2006. With close proximity to the Pioneer MRT station_ it has been able to position itself to be a sport and leisure venue.  More than just being a choice venue for sports activities_ Jurong West Sport Centre offers a range of  food and beverage outlets with ample sheltered parking lots.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Jurong%20West%20ActiveSG%20Gym/Jurong%20West%20ActiveSG%20Gym1.jpg,Daily: 7.00am - 10.00pm (Including Public Holidays)
Jurong West Sports Centre,20 Jurong West St 93    Singapore 648965, 65155331,As the 3rd integrated facility with pool features_ Jurong West Sport Centre_ formerly known as Jurong West Sport and Recreation Centre_ has raised the benchmark for all swimming pools in 2006.  With close proximity to the Pioneer MRT station_ it has been able to position itself to be a sport and leisure venue.  More than just being a choice venue for sport activities_ Jurong West Sport Centre offers a range of food and beverage outlets with ample sheltered parking lots.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Jurong%20West%20Sports%20Centre/Jurong%20West%20Sports%20Centre.jpg,unknown
Jurong West Stadium,20 Jurong West Street 93    Singapore 648965, 65155330,Jurong west stadium is a public sport stadium managed by Sport Singapore. As the 3rd integrated facility with pool features_ Jurong West Sport Centre_ formerly known as Jurong West Sport  and Recreation Centre_ has raised the benchmark for all swimming pools in 2006. With close proximity to the  Pioneer MRT station_ it has been able to position itself to be a sport and leisure venue.  More than just being a choice venue for sports activities_ Jurong West Sport Centre offers a range of food and  beverage outlets with ample sheltered parking lots.  New facility (Dual Use Track): Lane 1-4 (Running) Lane 5-8 (Cycling/Inline Skate)    NOTICE: The Field is closed for maintenance from 1 Feb 2019 to 28 Feb 2019.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Jurong%20West%20Stadium/Jurong%20West%20Stadium6.jpg,unknown
Jurong West Swimming Complex,20 Jurong West Street 93    Singapore 648965, 65155330,Jurong West Swimming Complex is a public swimming complex managed by Sport Singapore. As the 3rd integrated facility with pool features_ Jurong West Sport Centre_ formerly known as Jurong West Sport  and Recreation Centre_ has raised the benchmark for all swimming pools in 2006. With close proximity to the  Pioneer MRT station_ it has been able to position itself to be a sports and leisure venue.  More than just being a choice venue for sports activities_ Jurong West Sport Centre offers a range of food and beverage outlets with ample sheltered parking lots.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Jurong%20West%20Swimming%20Complex/Jurong%20West%20Swimming%20Complex2.jpg,unknown
Jurong West Tennis Centre,20 Jurong West Street 93    Singapore 648965, 65155330,Jurong west tennis centre is a public tennis centre managed by Sport Singapore. As the 3rd integrated facility with pool features_ Jurong West Sport Centre_ formerly known as Jurong West Sport and Recreation Centre_ has raised the benchmark for all swimming pools in 2006. With close proximity to the  Pioneer MRT station_ it has been able to position itself to be a sport and leisure venue.  More than just being a choice venue for sports activities_ Jurong West Sport Centre offers a range of  food and beverage outlets with ample sheltered parking lots.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Jurong%20West%20Tennis%20Centre/Jurong%20West%20Tennis%20Courts3.jpg,unknown
Kallang Basin Swimming Complex,23 Geylang Bahru Lane    Singapore 339628, 62954261,Kallang Basin Swimming Complex is a swimming complex managed by Sport Singapore.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Kallang%20Basin%20Swimming%20Complex/Kallang%20Swimming%20Complex7.jpg,unknown
Kallang Lawn Bowl,8 Stadium Boulevard    Singapore 397724, 63481291,Kallang Lawn Bowl is a lawn bowl managed by Sport Singapore.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Kallang%20Lawn%20Bowl/Kallang%20Lawn%20Bowl%20(1).jpg,unknown
Kallang Netball Centre,6 Stadium Boulevard    Singapore 397797, 63481291,Kallang Netball Centre is a netball centre managed by Sport Singapore.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Kallang%20Netball%20Centre/Kallang%20Netball%20Centre1.jpg,unknown
Kallang Sports Centre,52 Stadium Road    Singapore 397724, 63481291,Kallang Sport Centre_ formerly known as Kallang Sport and Recreation Centre_ serves the residents in the east and offer a value for money option for a lazy weekend exercise or tan.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Kallang%20Sports%20Recreation%20Centre/Kallang%20Lawn%20Bowl%20(3).jpg,unknown
Kallang Squash Centre,8 Stadium Boulevard    Singapore 397804, 63481291,Kallang Squash Centre is a squash centre managed by Sport Singapore.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Kallang%20Squash%20Centre/Kallang%20Squash%20and%20Tennis%20Centre5.jpg,unknown
Kallang Tennis Centre,8 Stadium Boulevard    Singapore 397804, 63481291,Kallang Tennis Centre is a tennis centre managed by Sport Singapore.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Kallang%20Tennis%20Centre/Kallang%20Squash%20and%20Tennis%20Centre14.jpg,unknown
Katong Swimming Complex,111 Wilkinson Road    Singapore 436752, 63449609,Katong Swimming Complex is a swimming complex managed by Sport Singapore.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Katong%20Swimming%20Complex/Katong%20Swimming%20Complex2.jpg,unknown
Pasir Ris ActiveSG Gym,120 Pasir Ris Central    Singapore 519640, 65839891,Pasir Ris ActiveSG Gym_ formerly known as Pasir Ris ClubFITT Gym_ is a public gym operated by Sport Singapore. Pasir Ris Sport Centre_ formerly known as Paris Ris Sport and Recreation Centre_ Sport Singapore’s newest addition to its family of sport centres_ features a comprehensive range of sports facilities with a diverse retail mix to provide an all rounded experience for guests.  Pasir Ris Sport Centre has also been awarded BCA 1000th Green Mark award – Gold Plus is designed with environmentally friendly and energy-saving features such as a rainwater-harvesting system to irrigate surrounding plants_ vertical ‘green’ walls and landscaping to reduce ambient heat gained_ and photo-voltaic cells for energy generation.     NOTICE: The facility is closed for maintenance from 12 Feb 2019 to 15 Mar 2019.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Pasir%20Ris%20ActiveSG%20Gym/Pasir%20Ris%20ActiveSG%20Gym.jpg,Daily: 7.00am - 10.00pm (Including Public Holidays)
Pasir Ris Sports Centre,120 Pasir Ris Central    Singapore 519640, 65832696,Pasir Ris Sport Centre_ formerly known as Paris Ris Sport and Recreation Centre_ Sport Singapore’s newest addition to its family of sport centres_ features a comprehensive range of sport facilities with a diverse retail mix to provide an all rounded experience for guests. Pasir Ris Sport Centre has also been awarded BCA 1000th Green Mark award – Gold Plus is designed with environmentally friendly and energy-saving features such as a rainwater-harvesting system to irrigate surrounding plants_ vertical ‘green’ walls and landscaping to reduce ambient heat gained_ and photo-voltaic cells for energy generation.  Opening Hours:  7.00am - 10.00pm,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Pasir%20Ris%20Sports%20Recreation%20Centre/Pasir%20Ris%20Sports%20Complex1.jpg,unknown
Pasir Ris Sports Hall,120 Pasir Ris Central    Singapore 519640, 65838557,Pasir Ris Sport Hall is a public sports hall managed by Sport Singapore. Pasir Ris Sport Centre_ formerly known as Paris Ris Sport and Recreation Centre_ Sport Singapore’s newest addition to its family of sport centres_ features a comprehensive range of sport facilities with a diverse retail mix to provide an all rounded experience for guests.  Pasir Ris Sport Centre has also been awarded BCA 1000th Green Mark award – Gold Plus is designed with environmentally friendly and energy-saving features such as a rainwater-harvesting system to irrigate surrounding plants_ vertical ‘green’ walls and landscaping to reduce ambient heat gained_ and photo-voltaic cells for energy generation.     NOTICE: Pasir Ris Sport Hall is closed for maintenance on 15 Feb 2019.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Pasir%20Ris%20Sports%20Hall/Pasir%20Ris%20Sports%20Hall.jpg,Daily 7.00am – 10.00pm
Pasir Ris Swimming Complex,120 Pasir Ris Central    Singapore 519640, 65835523,Pasir Ris Swimming Complex is a public swimming complex managed by Sport Singapore. Pasir Ris Sport Centre_ formerly known as Paris Ris Sport and Recreation Centre_ Sport Singapore’s newest addition to its family of sport centres_ features a comprehensive range of sport facilities with a diverse retail mix to provide an all rounded experience for guests.  Pasir Ris Sport Centre has also been awarded BCA 1000th Green Mark award – Gold Plus is designed with environmentally friendly and energy-saving features such as a rainwater-harvesting system to irrigate surrounding plants_ vertical ‘green’ walls and landscaping to reduce ambient heat gained_ and photo-voltaic cells for energy generation.  Facility Information: 1 Competition Pool 1 Teaching Pool 2 Slides 1 Catchment Pool 1 Fun Pool/ Wading Pool 1 Jacuzzi     NOTICE: The slides is closed for maintenance from 28 Jan 2019 - 31 Jan 2019.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Pasir%20Ris%20Swimming%20Complex/Pasir%20Ris%20Swimming%20Complex%20New1.jpg,Daily 8.00am - 9.30pm  (closed on Wednesdays except public holidays)  Morning Swim:  Competition Pool  opens 6.30am on Fridays
Pasir Ris Tennis Centre,120 Pasir Ris Central    Singapore 519640, 65832696,Pasir Ris Tennis Centre is a public tennis centre managed by Sport Singapore. Pasir Ris Sport Centre_ formerly known as Paris Ris Sport and Recreation Centre_ Sport Singapore’s newest addition to its family of sport centres_ features a comprehensive range of sports facilities with a diverse retail mix to provide an all rounded experience for guests.  Pasir Ris Sport Centre has also been awarded BCA 1000th Green Mark award – Gold Plus is designed with environmentally friendly and energy-saving features such as a rainwater-harvesting system to irrigate surrounding plants_ vertical ‘green’ walls and landscaping to reduce ambient heat gained_ and photo-voltaic cells for energy generation.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Pasir%20Ris%20Tennis%20Centre/Pasir%20Ris%20Tennis%20Court.jpg,unknown
Queenstown Sports Centre,473 Stirling Road    Singapore 148948, 64737269,Queenstown Sport Centre_ formerly known as Queenstown Sport and Recreation Centre_ continues to attract a group of regulars which consist of locals and expatriates alike. Queenstown operates one of the two diving pools managed by Sport Singapore_ and it has a unique architecture which gives the guest an elevated view of its surrounding. Visitors to Queenstown will no doubt experience a sense of nostalgia_ with many older Singaporeans sharing fond memories of this iconic location. Queenstown continue to serve its community while eagerly awaiting the next phase of development for a new chapter in its long heritage.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Queenstown%20Sports%20Recreation%20Centre/Queens%20Town%20Sports%20Centre1.jpg,unknown
Queenstown Stadium,473A Stirling Road    Singapore 148949, ,Queenstown Stadium is a public sport stadium operated by Sport Singapore. Queenstown Sport Centre_ formerly known as Queenstown Sport and Recreation Centre_ continues to attract a group of regulars which consist of locals and expatriates alike. Queenstown operates one of the two diving pools managed by Sport Singapore_ and it has a unique architecture which gives the guest an elevated view of its surrounding. Visitors to Queenstown will no doubt experience a sense of nostalgia_ with many older Singaporeans sharing fond memories of this iconic location.  Queenstown continue to serve its community while eagerly awaiting the next phase of development for a new chapter in its long heritage.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Queenstown%20Stadium/Queens%20Town%20Stadium1.jpg,unknown
Queenstown Swimming Complex,473 Stirling Road    Singapore 148948, ,Queenstown Swimming Complex is a public swimming complex operated by Sport Singapore. Queenstown Sport Centre_ formerly known as Queenstown Sport and Recreation Centre_ continues to attract a group of regulars which consist of locals and expatriates alike. Queenstown operates one of the two diving pools managed by Sport Singapore_ and it has a unique architecture which gives the guest an elevated view of its surrounding. Visitors to Queenstown will no doubt experience a sense of nostalgia_ with many older Singaporeans sharing fond memories of this iconic location.  Queenstown continue to serve its community while eagerly awaiting the next phase of development for a new chapter in its long heritage.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Queenstown%20Swimming%20Complex/Queens%20Town%20Swimming%20Complex4.jpg,unknown
Sengkang ActiveSG Gym,57 Anchorvale Road    Singapore 544964, ,Sengkang ActiveSG Gym_ formerly known as Sengkang ClubFITT Gym_ is a public gym operated by Sport Singapore. Sengkang Sport Centre_ formerly known as Sengkang Sport and Recreation Centre_ is co-located with the People’s Association Anchorvale Community Club_ and offers one of the two sheltered pool managed by Sports Singapore. Sengkang has established itself as a world class venue for hockey_ with significant facility upgrades being undertaken for the inaugural Youth Olympic Games (2010).  Sengkang Sport Centre is located within a young estate. The attention will be to engage the local community_ and to develop programmes which appeals to their needs     NOTICE: The gym is closed for maintenance from 2 Jan 2019 to 6 Mar 2019.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Sengkang%20ActiveSG%20Gym/Sengkang%20ActiveSG%20Gym4.jpg,Daily: 7.00am - 10.00pm (Including Public Holidays)
Sengkang Hockey Pitch,57 Anchorvale Road    Singapore 544964, 6315 3575/6315 3576 ,Opening hours 7.00am to 10.00pm daily   Facilities Type: 2 Hockey Fields Seating Capacity: 500 for Field 1 and 323 for Field 2  Parking Facilities: 174 (Car),https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Sengkang%20Hockey%20Stadium/Sengkang%20Hockey%20Stadium1.jpg,unknown
Sengkang Sports Centre,57 Anchorvale Rd     Singapore 544964, 63153574,Sengkang Sport Centre_ formerly known as Sengkang Sport and Recreation Centre_ is co-located with the People’s Association Anchorvale Community Club_ and offers one of the two sheltered pool managed by Sports Singapore. Sengkang has established itself as a world class venue for hockey_ with significant facility upgrades being undertaken for the inaugural Youth Olympic Games (2010).  Sengkang Sport Centre is located within a young estate. The attention will be to engage the local community_ and to develop programmes which appeals to their needs.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Sengkang%20Sports%20Recreation%20Centre/Sengkang%20Sports%20Centre2.jpg,unknown
Sengkang Sports Hall,57 Anchorvale Road    Singapore 544964, ,Sengkang Sport Hall is a public sport hall managed by Sport Singapore. Sengkang Sport Centre_ formerly known as Sengkang Sport and Recreation Centre_ is co-located with the People’s Association Anchorvale Community Club_ and offers one of the two sheltered pool managed by Sport Singapore. Sengkang has established itself as a world class venue for hockey_ with significant facility upgrades being undertaken for the inaugural Youth Olympic Games (2010).  Sengkang Sport Centre is located within a young estate. The attention will be to engage the local community_ and to develop programmes which appeals to their needs,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Facility%20Photo/13249137981436843972jpg.jpg,unknown
Sengkang Swimming Complex,57 Anchorvale Road    Singapore 544964, ,Sengkang Swimming Complex is a public swimming complex managed by Sport Singapore. Sengkang Sport Centre_ formerly known as Sengkang Sport and Recreation Centre_ is co-located with the People’s Association Anchorvale Community Club_ and offers one of the two sheltered pool managed by Sport Singapore. Sengkang has established itself as a world class venue for hockey_ with significant facility upgrades being undertaken for the inaugural Youth Olympic Games (2010).  Sengkang Sport Centre is located within a young estate. The attention will be to engage the local community_ and to develop programmes which appeals to their needs     NOTICE: The swimming pool slides are closed for maintenance from 22 Feb to 3 Mar 2019.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Sengkang%20Swimming%20Complex/Sengkang%20Swimming%20Complex10.jpg,unknown
Serangoon Sports Centre,35-A Yio Chu Kang Road    Singapore 545552, 62884606,Serangoon Sport Centre_ formerly known as Serangoon Sport and Recreation Centre_ operates in a mature estate_ serving the basic needs of the community through offering a safe venue for jogging_ and a well managed swimming complex. Burghley continues to offer an alternative venue for residents who are looking to engage in squash and tennis within the estate. Serangoon has adopted a friendly and welcoming approach when interacting with our guest_ and its operation is supported by a group of committed and experienced staff.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Serangoon%20Sports%20Recreation%20Centre/Serangoon%20Stadium8.jpg,unknown
Serangoon Stadium,33 Yio Chu Kang Road    Singapore 545677, 62880086,Serangoon Stadium is a stadium managed by Sport Singapore.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Serangoon%20Stadium/Serangoon%20Stadium5.jpg,unknown
Serangoon Swimming Complex,35-A Yio Chu Kang Road     Singapore 545552, 62884606,Serangoon Swimming Complex is a swimming complex managed by Sport Singapore.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Serangoon%20Swimming%20Complex/Serangoon%20Swimming%20Complex6.jpg,unknown
St Wilfred Field,3 St. Wilfred Road    Singapore 327920, ,St Wilfrid Field is a field managed by Sport Singapore. Facility Information:    1 Synthetic Pitch  2 5-a-side Synthetic Pitch,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/St%20Wilfred%20Field/St%20Wilfred%20Football%20Field1.jpg,Daily :  7.00am - 9.00pm  * St Wilfred 5-a-side field 02 and 5-a-side field 03 closure due to Maintenance or Upgrade from 22 Dec 2017 till further notice.
St Wilfred Squash Centre,3 St. Wilfred Road    Singapore 327920, ,St Wilfrid Squash Centre is a squash centre managed by Sport Singapore Facility Information:  2 Squash Courts,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/St%20Wilfred%20Squash%20Centre/St%20Wilfred%20Squash%20Courts1.jpg,Daily: 7.00am - 10.00pm
St Wilfred Tennis Centre,3 St. Wilfred Road    Singapore 327920, 62933452,St Wilfrid Tennis Centre is a tennis centre managed by Sport Singapore. Facility Information:  4 Tennis Court,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/St%20Wilfred%20Tennis%20Centre/St%20Wilfred%20Tennis%20Courts1.jpg,Daily : 7.00am - 10.00pm
Tampines ActiveSG Gym,1 Tampines Walk     Singapore 528523, 63853718,Tampines ActiveSG Gym_ formerly known as Tampines ClubFITT Gym_ is a public gym operated by Sport Singapore. Tampines Sport Centre_ formerly known as Tampines Sport and Recreation Centre_ is located just across the Tampines regional centre_ and boasts one of the biggest ActiveSG gyms. Its location allows it to appeal to both the residents and tertiary students within the estate_ and also the working adults from the regional centre.  Tampines has undergone significant upgrades for its swimming complex_ and continues to provide value for money recreational activities for its community. Looking ahead_ its current positioning will favour it to tap into the emerging trend of lifestyle servces.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Tampines%20ActiveSG%20Gym/Tampines%20ActiveSG%20Gym3.jpg,Daily: 7.00am - 10.00pm (Including Public Holidays) ------------------------------------------------------------------------  Gym Ladies Hour - Every Monday_ 2.00pm - 4.00pm (except for EPH and PH) - Strictly for ladies only
Tampines Sports Centre,495 Tampines Ave 5    Singapore 529649, 62601160,Tampines Sport Centre_ formerly known as Tampines Sport and Recreation Centre_ is located just across the Tampines regional centre_ and boasts one of the biggest ClubFITT gyms. Its location allows it to appeal to both the residents and tertiary students within the estate_ and also the working adults from the regional centre. Tampines Sport Centre currently has 2 Dance Studios_ 4 Pools & 1 Gym. Tampines has undergone significant upgrades for its swimming complex_ and continues to provide value for money recreational activities for its community. Looking ahead_ its current positioning will favour it to tap into the emerging trend of lifestyle services.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Tampines%20Sports%20and%20Recreation%20Centre/Tampines%20Sports%20Centre.jpg,unknown
Toa Payoh ActiveSG Gym,301 Lorong 6 Toa Payoh    Singapore 319392, 62594808,Toa Payoh ActiveSG Gym_ formerly known as Toa Payoh ClubFITT Gym_ is a public gym operated by Sport Singapore. Facility Information:  Standard Gym Equipment,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Toa%20Payoh%20ActiveSG%20Gym/Toa%20Payoh%20ActiveSG%20Gym4.jpg,Daily: 7.00am - 10.00pm (Including Public Holidays)
Toa Payoh Petanque Courts,297 Lorong 6 Toa Payoh    Singapore 319389, 62594808,Toa Payoh Petanque Courts is a court managed by Sport Singapore. Facility Information:  8 Petanque Courts,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Toa%20Payoh%20Petanque%20Courts/Toa%20Payoh%20Petanque2.jpg,Daily : 7.00am - 9.00pm
Toa Payoh Sports Centre,297A Lor 6 Toa Payoh    Singapore 319389, 62594808,Toa Payoh Sport Centre_ formerly known as Toa Payoh Sport and Recreation Centre_ operates in a geographically centralized location_ housing the Singapore Table Tennis Association_ and the Singapore Swimming Association’s office and Centre of Excellence.  Toa Payoh has a rich history in hosting competition_ and participated in the Asian Youth Games (2009) and Youth Olympics Games (2010) for sports such as volleyball_ diving_ and weightlifting.   With Toa Payoh being opened up to members of the public_ its upgraded infrastructure will continue to support future sporting events_ but more importantly_ to provide the facilities to develop our next sporting champions and the resident community.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Toa%20Payoh%20Sports%20Recreation%20Centre/Toa%20Payoh%20Sports%20Centre.jpg,unknown
Toa Payoh Sports Hall,297 Lorong 6 Toa Payoh    Singapore 319389, 62594808,Toa Payoh Sport Hall is a public sport hall managed by Sport Singapore. Facility Information: 4 Baminton Courts,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Toa%20Payoh%20Sports%20Hall/Toa%20Payoh%20Sports%20Hall2.jpg,Daily : 7.00am - 10.00pm
Toa Payoh Stadium,297 Lorong 6 Toa Payoh    Singapore 319389, 62594808,Toa Payoh Stadium Facility Information:  1 Pitch  8 Lane Running Track 1 Fitness Corner,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Toa%20Payoh%20Stadium/Toa%20Payoh%20Stadium3.jpg,Daily: 4.30am - 8.30pm
Toa Payoh Swimming Complex,301 Lorong 6 Toa Payoh    Singapore 319392, 62594808,"Toa Payoh Swimming Complex is a public swimming complex managed by Sport Singapore. Facility Information:  1 Competition Pool  1 Teaching Pool  1 Wading Pool""     NOTICE: The competition pool and teaching pool in Toa Payoh Swimming Complex is closed for maintenance from 20 Feb 2019 to 20 Apr 2019. The wading pool remains open for public use.",https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Toa%20Payoh%20Swimming%20Complex/Toa%20Payoh%20Swimming%20Complex7.jpg,unknown
Woodlands ActiveSG Gym,3_ WOODLANDS STREET 13    Singapore 738600, 63629100,Woodlands ActiveSG Gym_ formerly known as Woodlands ClubFITT Gym_ is a neighbourhood gym operated by Sport Singapore. Woodlands Sport Centre_ formerly known as Woodlands Sport and Recreation Centre_  operates in a mature estate_ serving its community with its well managed and upgraded facilities.  It has attracted a sizable following among the residents in the community_ and is able to tap  on the Woodlands regional centre to offer it an alternative segment for further growth.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Woodlands%20ActiveSG%20Gym/Woodland%20ActiveSG%20Gym1.jpg,Daily: 7.00am - 10.00pm (Including Public Holidays)
Woodlands Sports Centre,2_ WOODLANDS STREET 13_     Singapore 738599, 62694192,Woodlands Sport Centre_ formerly known as Woodlands Sport and Recreation Centre_ operates in a mature estate_ serving its community with its well managed and upgraded facilities. It has attracted a sizable following among the residents in the community_ and is able to tap on the Woodlands regional centre to offer it an alternative segment for further growth. Woodlands Sport Centre has introduced Aqua Aerobics at its Swimming Complex_ and will continue to expand its programme offerings at its facilities to expand its market segment.,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Facility%20Photo/Woodlands_2011_Picturewords_5536.jpg,unknown
Woodlands Sports Hall,2 Woodlands St 12     Singapore 738620, 63652707,Woodlands Sport Centre has introduced Aqua Aerobics at its Swimming Complex_ and will continue to expand its programme offerings at its facilities to expand its market segment. Facility Information: 6 badminton courts,https://www.myactivesg.com/~/media/Consumer/Images/Facilities/Facility%20Photo/244449171437016770jpg.jpg,unknown
